,product_id,product_name,discounted_price,actual_price,rating,rating_count,main category,sub category,discount_percentage %,quality of product
1184,B099PR2GQJ,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,649.0,999.0,3.8,49.0,Home&Kitchen,ElectricHeaters,35.0,very good
1185,B08G8H8DPL,"Bajaj Rex 750W Mixer Grinder with Nutri Pro Feature, 4 Jars, White",3249.0,6375.0,4.0,4978.0,Home&Kitchen,MixerGrinders,49.0,excellent
1186,B08VGM3YMF,"Heart Home Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1 (Grey & Black)-HEARTXY11447",199.0,499.0,4.1,1996.0,Home&Kitchen,LaundryBaskets,60.0,excellent
1187,B08TTRVWKY,"MILTON Smart Egg Boiler 360-Watts (Transparent and Silver Grey), Boil Up to 7 Eggs",1099.0,1899.0,4.3,1811.0,Home&Kitchen,EggBoilers,42.0,excellent
1188,B07T4D9FNY,"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",664.0,1490.0,4.0,2198.0,Home&Kitchen,Kettles&HotWaterDispensers,55.0,excellent
1189,B07RX42D3D,Tosaa T2STSR Sandwich Gas Toaster Regular (Black),260.0,350.0,3.9,13127.0,Home&Kitchen,SandwichMakers,26.0,very good
1191,B09R83SFYV,"Akiara® - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter",1484.0,2499.0,3.7,1067.0,Home&Kitchen,Sewing&EmbroideryMachines,41.0,very good
1192,B07989VV5K,"Usha Steam Pro SI 3713, 1300 W Steam Iron, Powerful steam Output up to 18 g/min, Non-Stick Soleplate (White & Blue)",999.0,1560.0,3.6,4881.0,Home&Kitchen,"Irons,Steamers&Accessories",36.0,very good
1193,B07FL3WRX5,"Wonderchef Nutri-blend Complete Kitchen Machine | 22000 RPM Mixer Grinder, Blender, Chopper, Juicer | 400W Powerful motor | SS Blades | 4 Unbreakable Jars | 2 Years Warranty | Online Recipe Book By Chef Sanjeev Kapoor | Black",3299.0,6500.0,3.7,11217.0,Home&Kitchen,JuicerMixerGrinders,49.0,very good
1194,B0BPCJM7TB,"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",259.0,999.0,4.0,43.0,Home&Kitchen,HandBlenders,74.0,excellent
1195,B08H673XKN,"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",3249.0,7795.0,4.2,4664.0,Home&Kitchen,MixerGrinders,58.0,excellent
1196,B07DXRGWDJ,"Philips Handheld Garment Steamer GC360/30 - Vertical & Horizontal Steaming, 1200 Watt, up to 22g/min",4280.0,5995.0,3.8,2112.0,Home&Kitchen,"Irons,Steamers&Accessories",29.0,very good
1197,B08243SKCK,"Vedini Transparent Empty Refillable Reusable Fine Mist Spray Bottle for Perfume, Travel with DIY Sticker Set ( 100ml, Pack of 4)",189.0,299.0,4.2,2737.0,Home&Kitchen,IroningAccessories,37.0,excellent
1198,B09SPTNG58,"Crompton Sea Sapphira 1200 mm Ultra High Speed 3 Blade Ceiling Fan (Lustre Brown, Pack of 1)",1449.0,2349.0,3.9,9019.0,Home&Kitchen,CeilingFans,38.0,very good
1199,B083J64CBB,"Kuber Industries Waterproof Canvas Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 46, Pack of 1 (Brown)",199.0,499.0,4.0,10234.0,Home&Kitchen,LaundryBaskets,60.0,excellent
1200,B08JV91JTK,JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,474.0,1299.0,4.1,550.0,Home&Kitchen,HandMixers,64.0,excellent
1201,B0BQ3K23Y1,"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Coffee Foam Maker, coffee whisker electric, Froth Maker, coffee stirrers electric, coffee frothers, Coffee Blender, (6 Month Warranty) (Multicolour)",279.0,499.0,4.8,28.0,Home&Kitchen,HandBlenders,44.0,excellent
1202,B09MT94QLL,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",1999.0,4775.0,4.2,1353.0,Home&Kitchen,CeilingFans,58.0,excellent
1203,B07NKNBTT3,"Pick Ur Needs® Lint Remover for Clothes High Range Rechargeable Lint Shaver for All Types of Clothes, Fabrics, Blanket with 1 Extra Blade Multicolor (Rechargeable)",799.0,1230.0,4.1,2138.0,Home&Kitchen,"Irons,Steamers&Accessories",35.0,excellent
1204,B09KPXTZXN,"Rico Japanese Technology Rechargeable Wireless Electric Chopper with Replacement Warranty - Stainless Steel Blades, One Touch Operation, 10 Seconds Chopping, Mincing Vegetable, Meat - 250 ML, 30 Watts",949.0,1999.0,4.0,1679.0,Home&Kitchen,MiniFoodProcessors&Choppers,53.0,excellent
1205,B078HG2ZPS,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",3657.66,5156.0,3.9,12837.0,Home&Kitchen,Mills&Grinders,29.0,very good
1206,B07N2MGB3G,"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",1699.0,1999.0,4.1,8873.0,Home&Kitchen,OvenToasterGrills,15.0,excellent
1207,B008LN8KDM,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,1849.0,2095.0,4.3,7681.0,Home&Kitchen,"Irons,Steamers&Accessories",12.0,excellent
1209,B009P2L7CO,"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory",1099.0,1920.0,4.2,9772.0,Home&Kitchen,"Irons,Steamers&Accessories",43.0,excellent
1211,B0BNQMF152,"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",499.0,2199.0,3.7,53.0,Home&Kitchen,JuicerMixerGrinders,77.0,very good
1213,B0989W6J2F,ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,1595.0,1799.0,4.0,2877.0,Home&Kitchen,VacuumSealers,11.0,excellent
1214,B0B84KSH3X,Wipro Vesta 1200 Watt GD203 Heavyweight Automatic Dry Iron| Quick Heat Up| Anti bacterial German Weilburger Double Coated Black Soleplate |2 Years Warranty,1049.0,1950.0,3.8,250.0,Home&Kitchen,"Irons,Steamers&Accessories",46.0,very good
1215,B08HLC7Z3G,"Inalsa Electric Kettle Prism Inox - 1350 W with LED Illumination & Boro-Silicate Body, 1.8 L Capacity along with Cordless Base, 2 Year Warranty (Black)",1182.0,2995.0,4.2,5178.0,Home&Kitchen,Kettles&HotWaterDispensers,61.0,excellent
1216,B0BN6M3TCM,"VRPRIME Lint Roller Lint Remover for Clothes, Pet | 360 Sheets Reusable Sticky Easy-Tear Sheet Brush for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt (4 Rolls - 90 Sheet Each Roll)",499.0,999.0,4.6,79.0,Home&Kitchen,"Irons,Steamers&Accessories",50.0,excellent
1218,B0B9F9PT8R,"Eopora PTC Ceramic Fast Heating Room Heater for Bedroom, 1500/1000 Watts Room Heater for Home, Electric Heater, Electric Fan Heater for Home Office Bedroom (White)",1529.0,2999.0,3.3,29.0,Home&Kitchen,ElectricHeaters,49.0,very good
1219,B0883LQJ6B,"Usha Goliath GO1200WG Heavy Weight 1200-Watt Dry Iron, 1.8 Kg(Red)",1199.0,1690.0,4.2,4580.0,Home&Kitchen,"Irons,Steamers&Accessories",29.0,excellent
1220,B099Z83VRC,"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",1052.0,1790.0,4.3,1404.0,Home&Kitchen,EggBoilers,41.0,excellent
1222,B0B4SJKRDF,Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,239.0,239.0,4.3,7.0,Home&Kitchen,DigitalKitchenScales,0.0,excellent
1223,B0BM4KTNL1,"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",699.0,1599.0,4.7,1729.0,Home&Kitchen,HandBlenders,56.0,excellent
1225,B09SZ5TWHW,"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",1547.0,2890.0,3.9,463.0,Home&Kitchen,Vacuums&FloorCare,46.0,very good
1226,B0BLC2BYPX,"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",499.0,1299.0,4.7,54.0,Home&Kitchen,HandBlenders,62.0,excellent
1227,B00P0R95EA,Usha IH2415 1500-Watt Immersion Heater (Silver),510.0,640.0,4.1,7229.0,Home&Kitchen,ImmersionRods,20.0,excellent
1228,B07W4HTS8Q,ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),1899.0,3790.0,3.8,3842.0,Home&Kitchen,InstantWaterHeaters,50.0,very good
1229,B078JBK4GX,"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",2599.0,4560.0,4.4,646.0,Home&Kitchen,InstantWaterHeaters,43.0,excellent
1230,B08S7V8YTN,"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",1199.0,3500.0,4.3,1802.0,Home&Kitchen,EggBoilers,66.0,excellent
1231,B07H5PBN54,"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.",999.0,2600.0,3.4,252.0,Home&Kitchen,InstantWaterHeaters,62.0,very good
1232,B07YCBSCYB,AmazonBasics Induction Cooktop 1600 Watt (Black),1999.0,3300.0,4.2,780.0,Home&Kitchen,InductionCooktop,39.0,excellent
1233,B098T9CJVQ,"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",210.0,699.0,3.7,74.0,Home&Kitchen,HandBlenders,70.0,very good
1235,B095XCRDQW,"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",950.0,1599.0,4.3,5911.0,Home&Kitchen,LaundryBaskets,41.0,excellent
1237,B0B7NWGXS6,Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,2439.0,2545.0,4.1,25.0,Home&Kitchen,ElectricHeaters,4.0,excellent
1239,B07KKJPTWB,"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",1599.0,1999.0,4.4,1558.0,Home&Kitchen,MiniFoodProcessors&Choppers,20.0,excellent
1240,B071R3LHFM,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",2899.0,5500.0,3.8,8958.0,Home&Kitchen,MixerGrinders,47.0,very good
1242,B07WVQG8WZ,Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),3299.0,4995.0,3.8,1393.0,Home&Kitchen,"Irons,Steamers&Accessories",34.0,very good
1246,B0814LP6S9,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",351.0,1099.0,3.7,1470.0,Home&Kitchen,LaundryBaskets,68.0,very good
1247,B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),899.0,1900.0,4.0,3663.0,Health&PersonalCare,WeighingScales,53.0,excellent
1248,B09VGS66FV,"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",1349.0,1850.0,4.4,638.0,Home&Kitchen,Kettles&HotWaterDispensers,27.0,excellent
1250,B0747VDH9L,"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",2742.0,3995.0,4.4,11148.0,Home&Kitchen,HandBlenders,31.0,excellent
1252,B08H6CZSHT,"Philips EasySpeed Plus Steam Iron GC2145/20-2200W, Quick Heat Up with up to 30 g/min steam, 110 g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam & Drip-Stop",2903.0,3295.0,4.3,2299.0,Home&Kitchen,"Irons,Steamers&Accessories",12.0,excellent
1253,B07CVR2L5K,"INALSA Electric Chopper Bullet- 400 Watts with 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 ml Capacity| One Touch Operation, 1.30mtr Long Power Cord (Black/Silver)",1656.0,2695.0,4.4,6027.0,Home&Kitchen,MiniFoodProcessors&Choppers,39.0,excellent
1254,B09J4YQYX3,"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",1399.0,2290.0,4.4,461.0,Home&Kitchen,EggBoilers,39.0,excellent
1255,B0B2DD8BQ8,Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,2079.0,3099.0,4.1,282.0,Home&Kitchen,SandwichMakers,33.0,excellent
1256,B0123P3PWE,Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,999.0,1075.0,4.1,9275.0,Home&Kitchen,ImmersionRods,7.0,excellent
1257,B08HDCWDXD,"Eureka Forbes Active Clean 700 Watts Powerful Suction & Blower Vacuum Cleaner with Washable HEPA Filter & 6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red & Black)",3179.0,6999.0,4.0,743.0,Home&Kitchen,Vacuums&FloorCare,55.0,excellent
1258,B0836JGZ74,"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (White)",1049.0,2499.0,3.6,328.0,Home&Kitchen,InstantWaterHeaters,58.0,very good
1259,B0BCKJJN8R,Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and High Grade Stainless Steel Tank,3599.0,7290.0,3.9,942.0,Home&Kitchen,InstantWaterHeaters,51.0,very good
1261,B08CNLYKW5,"Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder with 3 Speed Control and 1100 Watt Dry Non-Stick soleplate Iron Super Combo (White and Grey, 1 Year Warranty)",1699.0,3398.0,3.8,7988.0,Home&Kitchen,MixerGrinders,50.0,very good
1262,B08C7TYHPB,"iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",664.0,1490.0,4.1,925.0,Home&Kitchen,Kettles&HotWaterDispensers,55.0,excellent
1263,B08VJFYH6N,"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN",948.0,1620.0,4.1,4370.0,Home&Kitchen,TableFans,41.0,excellent
1264,B08235JZFB,"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",850.0,1000.0,4.1,7619.0,Home&Kitchen,"Irons,Steamers&Accessories",15.0,excellent
1265,B078XFKBZL,Prestige Clean Home Water Purifier Cartridge,600.0,640.0,3.8,2593.0,Home&Kitchen,WaterCartridges,6.0,very good
1266,B01M265AAK,Morphy Richards Aristo 2000 Watts PTC Room Heater (White),3711.0,4495.0,4.3,356.0,Home&Kitchen,ElectricHeaters,17.0,excellent
1267,B0B694PXQJ,"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Year Warranty & Batteries Included)",799.0,2999.0,4.5,63.0,Home&Kitchen,DigitalKitchenScales,73.0,excellent
1268,B00B3VFJY2,"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",980.0,980.0,4.2,4740.0,Home&Kitchen,WaterPurifierAccessories,0.0,excellent
1269,B08W9BK4MD,"Tom & Jerry Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, Green",351.0,899.0,3.9,296.0,Home&Kitchen,LaundryBaskets,61.0,very good
1270,B09X5HD5T1,"Ikea Little Loved Corner PRODUKT Milk-frother, Coffee/Tea Frother, Handheld Milk Wand Mixer Frother, Black",229.0,499.0,3.5,185.0,Home&Kitchen,MilkFrothers,54.0,very good
1271,B08H6B3G96,"Philips EasySpeed Plus Steam Iron GC2147/30-2400W, Quick Heat up with up to 30 g/min steam, 150g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam, Drip-Stop",3349.0,3995.0,4.3,1954.0,Home&Kitchen,"Irons,Steamers&Accessories",16.0,excellent
1273,B09DSQXCM8,"House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10cm Sheet, Set of 3 Rolls, 180 Sheets, 60 Sheets Each roll Lint Roller Remover, Multicolour)",299.0,499.0,3.9,1015.0,Home&Kitchen,"Irons,Steamers&Accessories",40.0,very good
1275,B0BM9H2NY9,Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off with Egg Boiler Machine Non-Stick Electric Egg Frying Pan-Tiger Woods (Multy),699.0,1599.0,4.7,2300.0,Home&Kitchen,EggBoilers,56.0,excellent
1276,B099FDW2ZF,"Maharaja Whiteline Nano Carbon Neo, 500 Watts Room Heater (Black, White), Standard (5200100986)",1235.0,1499.0,4.1,203.0,Home&Kitchen,ElectricHeaters,18.0,excellent
1277,B0B935YNR7,"KENT Electric Chopper-B for Kitchen 250 Watt | Chop, Mince, Puree, Whisk, 400 ml Capacity | Stainless Steel Double Chopping Blades | Transparent Chopping Bowl | Anti-Skid | One Touch Operation | Black",1349.0,2999.0,3.8,441.0,Home&Kitchen,MiniFoodProcessors&Choppers,55.0,very good
1280,B07GWTWFS2,"KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard",1699.0,1975.0,4.1,4716.0,Home&Kitchen,SandwichMakers,14.0,excellent
1281,B09KRHXTLN,"Candes Gloster All in One Silent Blower Fan Room Heater Ideal for Small and Medium Area, 2000 Watts (White)",1069.0,1699.0,3.9,313.0,Home&Kitchen,FanHeaters,37.0,very good
1282,B09H34V36W,"Inalsa Electric Fan Heater Hotty - 2000 Watts Variable Temperature Control Cool/Warm/Hot Air Selector | Over Heat Protection | ISI Certification, White",1349.0,2495.0,3.8,166.0,Home&Kitchen,FanHeaters,46.0,very good
1283,B09J2QCKKM,Havells Zella Flap Auto Immersion Rod 1500 Watts,1499.0,3500.0,4.1,303.0,Home&Kitchen,ImmersionRods,57.0,excellent
1284,B09XRBJ94N,"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",2092.0,4600.0,4.3,562.0,Home&Kitchen,SandwichMakers,55.0,excellent
1287,B095PWLLY6,Crompton Hill Briz Deco 1200mm (48 inch) High Speed Designer Ceiling Fan (Smoked Brown),1804.0,2380.0,4.0,15382.0,Home&Kitchen,CeilingFans,24.0,excellent
1290,B086GVRP63,Amazon Basics 650 Watt Drip Coffee Maker with Borosilicate Carafe,1189.0,2400.0,4.1,618.0,Home&Kitchen,DripCoffeeMachines,50.0,excellent
1291,B08MVXPTDG,"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)",2590.0,4200.0,4.1,63.0,Home&Kitchen,FanHeaters,38.0,excellent
1292,B0BMZ6SY89,!!HANEUL!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!Thermoset!!,899.0,1599.0,3.4,15.0,Home&Kitchen,FanHeaters,44.0,very good
1293,B09P1MFKG1,"Melbon VM-905 2000-Watt Room Heater (ISI Certified, White Color) Ideal Electric Fan Heater for Small to Medium Room/Area (Plastic Body)",998.0,2999.0,4.6,9.0,Home&Kitchen,FanHeaters,67.0,excellent
1294,B01LY9W8AF,"Cello Eliza Plastic Laundry Bag/Basket, 50 litres, Light Grey",998.06,1282.0,4.2,7274.0,Home&Kitchen,LaundryBaskets,22.0,excellent
1295,B07ZJND9B9,ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,1099.0,1990.0,3.9,5911.0,Home&Kitchen,CeilingFans,45.0,very good
1298,B08SKZ2RMG,"Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters, Blankets, Jackets Remover Pill Remover from Carpets, Curtains (Pack of 1)",475.0,999.0,4.1,1021.0,Home&Kitchen,"Irons,Steamers&Accessories",52.0,excellent
1302,B009UORDX4,"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1",949.0,975.0,4.3,7223.0,Home&Kitchen,"Irons,Steamers&Accessories",3.0,excellent
1303,B08VGDBF3B,Kuber Industries Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles| Capicity 45 Ltr (Grey & Black)-KUBMART11446,395.0,499.0,4.0,330.0,Home&Kitchen,LaundryBaskets,21.0,excellent
1304,B012ELCYUG,"Preethi MGA-502 0.4-Litre Grind and Store Jar (White), stainless steel, Set of 1",635.0,635.0,4.3,4570.0,Home&Kitchen,SmallApplianceParts&Accessories,0.0,excellent
1305,B07S9M8YTY,"Usha Aurora 1000 W Dry Iron with Innovative Tail Light Indicator, Weilburger Soleplate (White & Grey)",717.0,1390.0,4.0,4867.0,Home&Kitchen,"Irons,Steamers&Accessories",48.0,excellent
1307,B00SMFPJG0,"Kent Gold, Optima, Gold+ Spare Kit",649.0,670.0,4.1,7786.0,Home&Kitchen,WaterCartridges,3.0,excellent
1308,B0BHYLCL19,AVNISH Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking Cartridge Alkaline Taps for Kitchen Sink Bathroom Wash Basin (6-Layer Filtration),193.0,399.0,3.6,37.0,Home&Kitchen,WaterPurifierAccessories,52.0,very good
1310,B08MXJYB2V,USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),2449.0,3390.0,4.0,5206.0,Home&Kitchen,MixerGrinders,28.0,excellent
1311,B081B1JL35,"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (Red)",1049.0,2499.0,3.7,638.0,Home&Kitchen,InstantWaterHeaters,58.0,very good
1312,B09VL9KFDB,Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),2399.0,4200.0,3.8,397.0,Home&Kitchen,TableFans,43.0,very good
1313,B0B1MDZV9C,"INALSA Upright Vacuum Cleaner, 2-in-1,Handheld & Stick for Home & Office Use,800W- with 16KPA Strong Suction & HEPA Filtration|0.8L Dust Tank|Includes Multiple Accessories,(Grey/Black)",2286.0,4495.0,3.9,326.0,Home&Kitchen,Vacuums&FloorCare,49.0,very good
1316,B07YQ5SN4H,Cello Non-Stick Aluminium Sandwich Gas Toaster(Black),299.0,595.0,4.0,314.0,Home&Kitchen,SandwichMakers,50.0,excellent
1318,B01N6IJG0F,"Morphy Richards Daisy 1000W Dry Iron with American Heritage Non-Stick Coated Soleplate, White",559.0,1010.0,4.1,17325.0,Home&Kitchen,"Irons,Steamers&Accessories",45.0,excellent
1319,B0B84QN4CN,Wipro Vesta 1200 Watt GD201 Lightweight Automatic Dry Iron| Quick Heat Up| Stylish & Sleek |Anti bacterial German Weilburger Double Coated Soleplate |2 Years Warranty,660.0,1100.0,3.6,91.0,Home&Kitchen,"Irons,Steamers&Accessories",40.0,very good
1320,B0B8ZM9RVV,"Zuvexa Egg Boiler Poacher Automatic Off Steaming, Cooking, Boiling Double Layer 14 Egg Boiler (Multicolor)…",419.0,999.0,4.4,227.0,Home&Kitchen,EggBoilers,58.0,excellent
1322,B08ZHYNTM1,Havells Festiva 1200mm Dust Resistant Ceiling Fan (Gold Mist),2899.0,4005.0,4.3,7140.0,Home&Kitchen,CeilingFans,28.0,excellent
1323,B09SDDQQKP,"INALSA Vaccum Cleaner Handheld 800W High Powerful Motor- Dura Clean with HEPA Filtration & Strong Powerful 16KPA Suction| Lightweight, Compact & Durable Body|Includes Multiple Accessories,(Grey/Black)",1799.0,3295.0,3.8,687.0,Home&Kitchen,Vacuums&FloorCare,45.0,very good
1324,B0B5RP43VN,"iBELL SM1515NEW Sandwich Maker with Floating Hinges, 1000Watt, Panini / Grill / Toast (Black)",1474.0,4650.0,4.1,1045.0,Home&Kitchen,SandwichMakers,68.0,excellent
1326,B078JF6X9B,"Havells Instanio 3-Litre 4.5KW Instant Water Heater (Geyser), White Blue",3645.0,6070.0,4.2,561.0,Home&Kitchen,InstantWaterHeaters,40.0,excellent
1327,B08CGW4GYR,"Milk Frother, Immersion Blender Cordlesss Foam Maker USB Rechargeable Small Mixer Handheld with 2 Stainless Whisks，Wisker for Stirring 3-Speed Adjustable Mini Frother for Cappuccino Latte Coffee Egg",375.0,999.0,3.6,1988.0,Home&Kitchen,HandBlenders,62.0,very good
1328,B00A328ENA,"Panasonic SR-WA22H (E) Automatic Rice Cooker, Apple Green, 2.2 Liters",2976.0,3945.0,4.2,3740.0,Home&Kitchen,Rice&PastaCookers,25.0,excellent
1329,B0763K5HLQ,"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and Stand, Portable Foam Maker for Coffee, Cappuccino, Lattes, and Egg Beaters",1099.0,1499.0,4.1,4401.0,Home&Kitchen,MilkFrothers,27.0,excellent
1330,B09PDZNSBG,"Goodscity Garment Steamer for Clothes, Steam Iron Press - Vertical & Horizontal Steaming up to 22g/min, 1200 Watt, 230 ml Water tank & 30 sec Fast Heating (GC 111)",2575.0,6700.0,4.2,611.0,Home&Kitchen,"Irons,Steamers&Accessories",62.0,excellent
1331,B085LPT5F4,Solidaire 550-Watt Mixer Grinder with 3 Jars (Black) (SLD-550-B),1649.0,2800.0,3.9,2162.0,Home&Kitchen,MixerGrinders,41.0,very good
1332,B0B9RZ4G4W,"Amazon Basics 300 W Hand Blender with Stainless Steel Stem for Hot/Cold Blending and In-Built Cord Hook, ISI-Marked, Black",799.0,1699.0,4.0,97.0,Home&Kitchen,HandBlenders,53.0,excellent
